5769,100,20,5,10,0 3600.04,  126
5769,100,20,5,10,1 3600.04,  95
5769,100,20,5,10,2 3600.03,  239
6357,100,20,5,10,0 3600.03,  84
6357,100,20,5,10,1 3600.05,  259
6357,100,20,5,10,2 2605.43,  362
7426,100,20,5,10,0 3600.05,  163
7426,100,20,5,10,1 3600.03,  44
7426,100,20,5,10,2 3600.03,  223
13932,150,30,3,10,0 3600.04, 29
13932,150,30,3,10,1 3600.03, 27
13932,150,30,3,10,2 3600.03, 83
15261,150,30,3,10,0 3600.06, 49
15261,150,30,3,10,1 3600.05, 0
15261,150,30,3,10,2 3600.08, 45
17139,150,30,3,10,0 3600.03, 42
17139,150,30,3,10,1 3600.03, 50
17139,150,30,3,10,2 3600.04, 68
18048,150,30,3,10,0 3600.03, 41
18048,150,30,3,10,1 3600.02, 5
18048,150,30,3,10,2 3600.03, 65
206,150,30,3,10,0 3600.03,   24
206,150,30,3,10,1 3600.02,   7
206,150,30,3,10,2 3600.03,   59
23138,150,30,3,10,0 3600.05, 58
23138,150,30,3,10,1 3600.02, 0
23138,150,30,3,10,2 3600.03, 37
2394,150,30,3,10,0 3600.03,  15
2394,150,30,3,10,1 3600.02,  5
2394,150,30,3,10,2 3600.03,  80
2447,150,30,3,10,0 3600.04,  60
2447,150,30,3,10,1 3600.02,  0
2447,150,30,3,10,2 3600.03,  44
25469,150,30,3,10,0 3600.02, 28
25469,150,30,3,10,1 3600.02, 0
25469,150,30,3,10,2 3600.03, 53
25512,150,30,3,10,0 3600.02, 18
25512,150,30,3,10,1 3600.02, 11
25512,150,30,3,10,2 3600.02, 25
11753,150,30,4,10,0 3600.03, 44
11753,150,30,4,10,1 3600.02, 0
11753,150,30,4,10,2 3600.07, 105
1187,150,30,4,10,0 3600.05,  88
1187,150,30,4,10,1 3600.02,  0
1187,150,30,4,10,2 3600.04,  111
12780,150,30,4,10,0 3600.05, 69
12780,150,30,4,10,1 3600.02, 0
12780,150,30,4,10,2 3600.03, 78
17082,150,30,4,10,0 3600.07, 149
17082,150,30,4,10,1 3600.02, 0
17082,150,30,4,10,2 3600.03, 66
18129,150,30,4,10,0 3600.10, 197
18129,150,30,4,10,1 3600.02, 2
18129,150,30,4,10,2 3600.03, 84
18841,150,30,4,10,0 3600.08, 223
18841,150,30,4,10,1 3600.03, 0
18841,150,30,4,10,2 3600.03, 120
2232,150,30,4,10,0 3600.04,  89
2232,150,30,4,10,1 3600.02,  4
2232,150,30,4,10,2 3600.05,  114
26721,150,30,4,10,0 3600.08, 73
26721,150,30,4,10,1 3600.02, 0
26721,150,30,4,10,2 3600.04, 114
7551,150,30,4,10,0 3600.04,  43
7551,150,30,4,10,1 3600.02,  6
7551,150,30,4,10,2 3600.04,  140
9425,150,30,4,10,0 3600.03,  43
9425,150,30,4,10,1 3600.02,  7
9425,150,30,4,10,2 3600.03,  75
13903,150,30,5,10,0 3600.09, 285
13903,150,30,5,10,1 3600.02, 0
13903,150,30,5,10,2 3600.06, 117
14684,150,30,5,10,0 3600.05, 107
14684,150,30,5,10,1 3600.02, 0
14684,150,30,5,10,2 3600.03, 91
21548,150,30,5,10,0 3600.06, 143
21548,150,30,5,10,1 3600.02, 1
21548,150,30,5,10,2 3600.05, 184
22973,150,30,5,10,0 3600.16, 517
22973,150,30,5,10,1 3600.03, 0
22973,150,30,5,10,2 3600.05, 125
24540,150,30,5,10,0 3600.11, 255
24540,150,30,5,10,1 3600.02, 0
24540,150,30,5,10,2 3600.04, 122
26557,150,30,5,10,0 3600.09, 265
26557,150,30,5,10,1 3600.02, 1
26557,150,30,5,10,2 3600.06, 121
27430,150,30,5,10,0 3600.06, 106
27430,150,30,5,10,1 3600.02, 0
27430,150,30,5,10,2 3600.03, 79
7486,150,30,5,10,0 3600.10,  286
7486,150,30,5,10,1 3600.03,  0
7486,150,30,5,10,2 3600.06,  75
894,150,30,5,10,0 3600.03,   34
894,150,30,5,10,1 3600.06,   0
894,150,30,5,10,2 3600.04,   175
9529,150,30,5,10,0 3600.06,  133
9529,150,30,5,10,1 3600.03,  0
9529,150,30,5,10,2 3600.09,  77
